price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built
849950,3,3,2990,9773,2,0,0,4,2990,0,1973
525000,3,1,1350,6000,1,0,2,3,900,450,1950
1390000,4,3,4860,181319,2,0,0,3,4860,0,1993
295000,4,2,2160,7725,1,0,0,4,1460,700,1978
1070000,6,3,4860,11793,2,0,0,3,3860,1000,1998
207950,2,2,890,5000,1,0,0,3,890,0,1917
699900,4,2,2810,7302,2,0,0,3,2810,0,2002
1280000,5,2,3400,9500,2,0,1,4,3400,0,1977
452000,4,1,1580,7350,1,0,0,4,960,620,1963
370000,3,2,1680,5036,1,0,1,4,1680,0,1987
232000,3,1,1300,11230,1,0,0,5,1300,0,1968
669950,5,2,2820,14062,2,0,0,4,2380,440,1960
397500,3,2,1510,6710,1,0,0,3,1070,440,1972
490000,2,2,1230,1391,2,0,0,3,870,360,2004
725000,4,2,2110,4140,2,0,0,3,1710,400,1925
299000,3,2,3080,19635,1,0,2,4,1610,1470,1958
625000,2,1,1490,5750,1,0,0,4,1190,300,1900
437500,3,2,2120,4500,2,0,0,3,2120,0,2000
650000,4,2,3180,5438,2,0,0,3,3180,0,2003
475000,2,1,1490,3825,1,0,0,3,860,630,1929
342000,3,2,1930,11947,1,0,0,4,1930,0,1966
1200000,4,2,2770,7800,2,0,0,3,2770,0,1999
280000,3,1,1670,11610,1,0,0,4,1670,0,1963
240000,2,1,1330,7200,1,0,0,3,1330,0,1993
529000,3,1,1210,3328,1,0,0,4,1210,0,1924
442000,3,1,1190,5100,1,0,0,4,1030,160,1941
615000,2,1,1540,6872,1,0,0,4,820,720,1946
1490000,4,3,4030,10800,2,0,0,3,4030,0,2006
585000,4,1,2430,7559,1,0,0,4,1580,850,1981
480000,4,2,2600,7787,2,0,0,3,2600,0,2005
1100000,5,3,4410,57063,2,0,0,4,4410,0,1990
290000,4,1,1330,8184,1,0,0,3,1330,0,1949
615000,3,1,1900,5000,1,0,0,5,950,950,1951
300000,2,1,1100,7680,1,0,0,4,1100,0,1950
308000,3,1,1980,39150,1,0,0,3,1580,400,1932
750000,3,2,2400,7745,2,0,0,3,2400,0,2001
2250000,4,2,4760,8036,2,0,0,5,3390,1370,1916
890000,4,3,3180,194278,2,0,0,3,3180,0,2005
288000,3,1,1190,7560,1,0,0,5,1190,0,1958
190000,2,1,630,6000,1,0,0,3,630,0,1943
515000,5,3,2530,5105,1,0,0,3,1520,1010,2005
235000,4,1,1690,11054,1,0,0,4,1690,0,1930
275000,2,1,940,5000,1,0,0,3,940,0,1951
727500,2,2,1240,9119,1,0,0,4,1240,0,1952
650000,4,2,3040,6587,2,0,0,3,3040,0,2003
1600000,6,5,6050,230652,2,0,3,3,6050,0,2001
365000,4,1,1590,7085,1,0,0,3,1590,0,1944
662000,3,1,2500,36947,1,0,0,3,2500,0,1984
270500,3,2,1780,7848,1,0,0,3,1320,460,1978
200000,2,1,1360,1898,2,0,0,3,1360,0,1978
970000,4,3,4740,76230,2,0,0,3,4740,0,1987
160000,3,1,1010,9600,1,0,0,4,1010,0,1962
204000,3,1,1040,7405,1,0,0,4,1040,0,1971
358000,3,2,1610,6655,2,0,0,4,1610,0,1985
452000,4,1,1570,8268,1,0,0,3,1570,0,1979
595000,2,2,1510,4000,1,0,0,4,1010,500,1900
249000,3,2,1360,6082,1,0,0,3,1360,0,1994
346900,4,2,1970,5106,2,0,0,3,1970,0,1999
2130000,3,2,5403,24069,2,1,4,4,5403,0,1976
280000,4,2,1560,4350,2,0,0,3,1560,0,2003
318888,4,1,2320,12000,1,0,0,4,2270,50,1973
530000,3,2,2120,40518,1,0,0,3,2120,0,1967
375000,3,2,2120,18500,2,0,0,4,2120,0,1983
910000,4,2,3350,29242,2,0,0,3,3350,0,1988
782000,4,2,2380,9614,2,0,0,4,2380,0,1991
259950,2,2,1070,649,2,0,0,3,720,350,2008
315000,4,2,2300,18360,1,0,0,4,1560,740,1979
215000,2,1,1320,8865,1,0,0,4,1320,0,1943
705000,3,1,2180,10221,1,0,2,4,1140,1040,1946
1450000,3,3,4380,6320,2,0,3,5,3580,800,1952
451000,3,1,1790,9813,2,0,0,3,1790,0,1949
261000,2,1,750,8125,1,0,0,4,750,0,1943
396000,3,1,1300,8280,1,0,0,5,1300,0,1956
725000,4,2,2990,29170,2,0,3,3,2990,0,1999
1950000,7,3,4640,15235,2,0,1,3,2860,1780,1965
238000,4,1,1400,7242,1,0,0,3,1400,0,1959
750000,6,1,2750,9563,2,0,0,4,2750,0,1973
331500,4,2,2050,10271,2,0,0,3,2050,0,1998
460000,4,3,2230,108900,1,0,0,3,1410,820,1978
404950,4,2,2340,217014,1,0,0,4,2340,0,1982
880000,3,2,2870,5163,2,0,0,3,2870,0,2014
863000,4,2,4120,22370,2,0,0,3,4120,0,1997
638700,3,1,2080,9162,1,0,0,3,1370,710,1960
435000,3,2,1840,5680,2,0,0,3,1840,0,2008
260000,3,1,1180,5350,1,0,0,4,1180,0,1959
671500,5,2,2160,4000,1,0,0,5,1530,630,1927
610000,3,1,1180,3400,1,0,0,3,1180,0,1907
338900,4,2,1830,5612,2,0,0,3,1830,0,2003
720000,4,4,3200,7708,2,0,0,3,3200,0,2004
442000,5,3,2560,5445,1,0,0,4,1760,800,1927
650000,5,2,2550,5040,1,0,0,5,2550,0,1902
263500,3,1,1330,9917,1,0,0,3,1040,290,1981
300000,2,1,1220,75794,1,0,0,4,1220,0,1963
266000,3,2,1805,3402,2,0,0,3,1805,0,2009
930000,4,4,6050,84942,2,0,2,3,4150,1900,2009
530000,4,2,2320,5493,2,0,0,3,2320,0,2004
180000,3,1,1384,8960,1,0,0,4,1384,0,1965
619000,3,2,2720,6439,2,0,0,3,2720,0,2005
264000,3,1,1820,10608,1,0,0,4,1820,0,1962
730000,2,2,2130,4920,1,0,4,4,1530,600,1941
439000,4,2,2060,10070,2,0,0,3,2060,0,1975
268500,4,1,1420,7500,1,0,0,4,1080,340,1981
330000,3,1,1510,15744,1,0,0,3,1510,0,1985
640000,3,2,2160,4000,1,0,0,3,1960,200,1903
900000,3,2,3180,12600,2,0,0,4,3180,0,1978
370000,3,2,2110,13300,2,0,0,4,2110,0,1985
685000,3,2,2060,2900,1,0,0,5,1330,730,1931
505000,3,1,1830,217800,1,0,0,3,1010,820,1981
265000,3,1,1820,32666,1,0,0,4,1820,0,1966
290000,3,2,1610,2937,2,0,0,3,1610,0,2006
296000,4,2,1780,3600,2,0,0,3,1780,0,2006
360000,4,2,1840,9611,2,0,0,3,1840,0,1996
240500,3,1,1460,10584,1,0,0,3,990,470,1997
372500,2,2,1400,2958,2,0,0,3,1400,0,2007
595000,3,2,3370,14402,2,0,2,3,3370,0,2004
515000,4,3,3590,8249,2,0,0,3,3590,0,1997
1220000,4,2,3200,15367,2,0,0,4,3200,0,1962
507000,2,1,1670,6460,1,0,0,3,1670,0,2004
399950,4,2,2420,31465,1,0,0,3,2420,0,1984
185000,3,1,1430,10816,2,0,0,3,1430,0,1994
460000,3,1,1440,7070,1,0,0,3,1440,0,1980
435500,3,2,1450,4789,2,0,0,3,1450,0,1985
469000,4,2,3550,13938,1,0,0,5,2100,1450,1966
531000,2,3,1270,1175,2,0,0,3,1110,160,2000
443500,2,1,940,6804,1,0,0,3,940,0,1949
223000,3,2,1670,6824,1,0,0,3,1300,370,1990
590000,4,3,3100,15842,2,0,0,3,2400,700,1996
340000,2,2,1100,1760,3,0,0,3,1100,0,1997
650000,3,2,1870,3388,1,0,0,4,1230,640,1925
533600,3,2,1930,5080,2,0,0,4,1930,0,1990
695000,3,2,2540,4694,2,0,0,3,2540,0,2005
242000,3,1,1280,7524,1,0,0,4,1280,0,1988
425000,3,2,1820,8814,1,0,0,3,1280,540,1967
525000,3,2,1490,9414,2,0,0,3,1490,0,1981
485000,3,2,1880,5502,2,0,0,3,1880,0,1988
175000,3,1,1250,9775,1,0,0,3,1250,0,1971
210000,3,2,1440,7210,1,0,0,3,1440,0,1983
260000,3,2,1920,7415,2,0,0,3,1920,0,1989
577000,3,2,2060,5750,1,0,0,3,1330,730,1976
200000,3,1,1210,10588,1,0,0,4,1210,0,1958
605000,2,1,1760,5000,1,0,0,4,940,820,1927
325000,3,1,990,6750,1,0,0,4,990,0,1947
289500,3,1,960,6400,1,0,0,4,820,140,1944
559950,3,2,1660,1458,3,0,0,3,1660,0,2014
1040000,3,1,1900,9375,1,0,1,4,1330,570,1941
543500,3,2,1270,2790,1,0,0,3,990,280,1970
480000,4,2,3250,34293,2,0,0,4,3250,0,1983
218000,3,1,960,9633,1,0,0,5,960,0,1982
565000,2,1,1330,6000,1,0,0,4,960,370,1914
426700,3,1,2080,7700,1,0,0,5,1600,480,1968
650000,3,2,2690,11575,1,0,3,3,2130,560,1957
542000,2,1,890,3060,1,0,0,3,770,120,1910
415000,3,1,1070,8000,1,0,0,3,1070,0,1977
214000,3,1,1200,8316,1,0,0,4,1200,0,1953
245000,3,1,1360,8910,2,0,0,5,1360,0,1949
314500,3,2,2050,13303,1,0,0,3,2050,0,1993
1120000,3,1,3000,5750,2,0,0,5,2000,1000,1924
378000,2,2,1300,3850,1,0,0,3,800,500,1963
305000,4,2,2250,9091,1,0,0,3,1340,910,1982
595000,5,2,3740,6750,1,0,0,4,1980,1760,1978
729500,3,2,1660,1091,3,0,1,3,1530,130,2015
430000,3,2,2360,6699,2,0,0,3,2360,0,2003
240000,3,1,1760,6500,1,0,0,3,1150,610,1987
545000,3,1,1680,6200,1,0,0,3,1680,0,1916
530000,3,1,1320,2500,1,0,0,3,870,450,1918
157000,1,1,870,26326,1,0,0,3,870,0,1939
425000,4,1,1260,7645,1,0,0,3,1260,0,1925
220000,3,1,1000,6020,1,0,0,3,1000,0,1944
521000,4,1,2020,36400,1,0,0,4,1550,470,1976
325000,3,1,1920,6862,1,0,2,3,1120,800,1952
597500,3,2,2150,5400,1,0,0,4,1380,770,1911
337000,3,2,1470,3976,2,0,0,3,1470,0,1999
1000000,3,2,3180,10492,2,0,2,3,3180,0,1991
3070000,3,2,3930,55867,1,1,4,4,2330,1600,1957
495000,3,1,990,6000,1,0,0,3,990,0,1943
748000,4,3,2770,3330,2,0,0,3,1970,800,2001
888000,3,1,1250,8710,1,0,0,4,1250,0,1953
269900,3,1,1140,22267,1,0,0,3,1140,0,1986
496500,4,2,2250,14440,1,0,0,3,1550,700,1967
475000,3,2,1640,5097,2,0,0,3,1640,0,1969
312000,3,1,1255,1374,3,0,0,3,1255,0,2004
323000,3,1,1290,12231,1,0,0,3,1290,0,1976
331000,3,1,1300,9079,1,0,0,3,1300,0,1986
306000,3,1,1220,1086,3,0,0,3,1220,0,2007
655000,4,2,2630,4000,3,0,0,3,2630,0,2002
290000,3,1,1950,15954,1,0,0,4,1950,0,1959
1250000,4,3,3160,5000,2,0,0,5,2360,800,1965
460000,3,1,1550,4708,1,0,0,4,860,690,1949
435000,4,2,1700,6380,1,0,0,4,850,850,1940
664000,4,2,2510,11880,1,0,0,5,1630,880,1978
865000,4,1,1800,4180,2,0,3,4,1800,0,1921
385000,3,1,1800,18000,1,0,0,3,1200,600,1968
497000,3,2,1870,9315,1,0,0,3,1350,520,1975
280000,2,1,1010,3000,1,0,0,4,1010,0,1925
188000,2,1,1120,17487,1,0,0,3,1120,0,1924
478500,3,1,2090,4755,1,0,2,3,1200,890,1969
1150000,4,3,4370,18361,2,0,0,3,4370,0,2001
222000,3,2,1440,7187,1,0,0,4,970,470,1981
799000,4,3,2580,209523,2,0,0,3,2580,0,1984
609900,4,2,3190,7399,2,0,0,3,3190,0,2006
413000,4,3,2380,5809,2,0,0,4,1750,630,1995
400000,4,1,1420,4875,1,0,0,3,1420,0,1930
802541,5,2,2990,6768,2,0,0,3,2990,0,2014
320000,3,2,2680,7757,2,0,0,3,2680,0,1990
507000,4,2,2730,7649,2,0,0,3,2730,0,2006
387500,3,1,1220,8329,1,0,0,3,1220,0,1946
396000,3,1,1500,12616,1,0,0,3,1500,0,1967
373000,3,1,1830,11788,1,0,1,3,1430,400,1958
1480000,5,2,4570,19252,2,0,0,5,4570,0,1965
359900,4,2,2470,7698,2,0,0,3,2470,0,1983
410000,2,1,800,4342,1,0,0,3,670,130,1927
690000,4,2,2900,23488,2,0,0,3,2900,0,1992
245000,3,2,1410,5760,1,0,0,3,1410,0,1985
700000,5,2,2830,25958,1,0,1,5,1610,1220,1979
268000,4,1,1680,9966,1,0,0,3,1100,580,1977
225000,3,1,1760,26055,1,0,0,3,920,840,1979
980000,4,2,2240,11034,2,0,0,3,2240,0,1976
795000,2,1,1380,5000,1,0,2,3,1380,0,1905
195000,2,1,820,5100,1,0,0,3,820,0,1953
480000,4,2,2180,10575,1,0,0,2,1730,450,1950
485000,4,2,1400,3600,1,0,0,3,1100,300,1900
130000,2,1,880,9000,1,0,0,3,880,0,1928
325000,2,1,1060,5703,1,0,2,4,1060,0,1946
440000,3,1,1530,7245,1,0,0,4,1530,0,1984
550000,4,1,2480,14782,1,0,3,3,1460,1020,1958
310000,3,1,1490,7150,1,0,0,5,1490,0,1967
530000,3,2,3660,39478,2,0,2,4,3260,400,1989
390000,4,2,2340,8548,2,0,0,3,2340,0,1993
243000,3,1,1450,12125,1,0,0,4,1450,0,1981
639000,4,2,2210,9875,2,0,0,3,2210,0,1990
215000,4,1,1130,7400,1,0,0,4,1130,0,1969
405000,5,1,1550,10500,1,0,0,3,1100,450,1961
250000,4,1,1710,7140,1,0,0,5,1010,700,1968
405500,3,1,1010,8108,1,0,0,5,1010,0,1954
452000,6,2,2660,13579,2,0,0,3,2660,0,1937
730000,6,2,2660,13579,2,0,0,3,2660,0,1937
267000,3,2,1300,9644,1,0,0,3,1300,0,1994
289950,3,2,1670,6186,2,0,0,3,1670,0,2002
565000,2,1,960,4080,1,0,0,5,960,0,1911
1580000,4,3,4670,51836,2,0,0,4,4670,0,1988
636000,3,2,2140,2770,2,0,0,3,1770,370,2007
350000,5,3,2520,5500,1,0,0,3,1550,970,2004
320000,3,1,1650,9380,1,0,0,5,1130,520,1978
210000,2,1,1440,5680,1,0,0,4,1440,0,1978
245000,2,1,1050,5900,1,0,0,3,1050,0,1950
328000,3,1,1470,7650,1,0,0,3,1130,340,1983
985000,4,2,4230,37769,2,0,0,3,4230,0,1989
501000,3,1,1970,7972,1,0,3,5,1370,600,1976
315000,3,2,1540,17424,2,0,0,3,1540,0,1992
403000,3,2,2090,8354,2,0,0,3,2090,0,2012
550000,3,2,2380,17950,2,0,0,4,2110,270,1934
347500,4,2,2156,3562,2,0,0,3,2156,0,2012
365000,4,2,2070,8893,2,0,0,4,2070,0,1986
588000,3,1,1910,8167,1,0,0,4,1270,640,1951
605000,3,1,1920,7400,1,0,0,4,1260,660,1977
1300000,3,3,3400,5979,2,0,0,4,2290,1110,1937
233000,3,2,1400,9177,1,0,0,3,1400,0,1974
360000,4,2,2210,17715,2,0,0,3,2210,0,1997
459000,2,1,1170,4887,1,0,0,3,1020,150,1929
740000,3,2,2100,72745,1,0,0,4,2100,0,1995
305000,3,1,1160,9750,1,0,0,3,1160,0,1967
395000,3,1,1500,4000,1,0,0,3,900,600,1925
560000,4,2,2940,6000,2,0,0,3,2940,0,2000
650000,4,1,2010,5070,1,0,1,4,1300,710,1963
449950,3,2,2170,4912,2,0,0,3,2170,0,2003
517500,3,1,1430,5200,1,0,3,4,1250,180,1940
435000,4,1,1510,6460,1,0,0,3,1070,440,1970
329999,3,1,1150,6908,1,0,0,3,800,350,1952
950000,3,1,2150,4200,1,0,4,5,1140,1010,1960
447000,3,1,1370,6001,1,0,0,5,1230,140,1944
699800,2,2,2380,6600,1,0,0,3,2380,0,2010
850000,3,1,1370,3850,1,0,0,5,770,600,1911
316500,3,1,1600,14250,1,0,0,3,1070,530,1979
942500,5,3,3750,9612,1,0,2,4,2030,1720,1981
1310000,2,2,3950,3938,2,0,4,3,2910,1040,1991
856600,4,2,2400,13430,1,0,0,4,2400,0,1964
405600,5,1,2830,4000,2,0,0,4,2830,0,1918
565000,4,2,2440,22594,2,0,0,3,2440,0,1996
400000,3,2,1190,1149,2,0,0,3,1050,140,2008
330000,3,2,1400,218252,1,0,0,3,1400,0,1997
374950,4,2,2730,4683,2,0,0,3,2730,0,2005
405300,3,2,2390,7939,1,0,0,5,1610,780,1983
560000,3,2,2060,31400,2,0,0,3,2060,0,1984
824000,4,2,2490,9864,1,0,0,4,1290,1200,1961
260000,3,1,1100,10968,1,0,0,5,1100,0,1984
760000,4,2,2430,6099,1,0,0,5,1470,960,1965
405000,3,2,3170,12750,2,0,0,3,2360,810,1995
429900,4,2,2640,8625,2,0,0,3,2640,0,1987
341500,3,1,1130,7223,1,0,0,4,1130,0,1961
465250,5,2,1940,7642,1,0,0,3,1940,0,1957
450000,2,2,1100,3000,1,0,0,3,1100,0,1912
390000,3,1,1200,10800,1,0,0,4,1200,0,1955
420000,3,2,2000,8030,1,0,0,4,1000,1000,1963
269950,3,2,1890,4838,2,0,0,3,1730,160,2002
493000,4,2,1910,2874,1,0,0,3,1060,850,1910
370000,4,2,2710,5880,2,0,0,3,2710,0,1998
2250000,5,4,4860,9453,1,0,1,5,3100,1760,1905
305000,3,1,1250,23680,1,0,0,5,1250,0,1967
400000,3,1,1590,8219,1,0,0,5,970,620,1938
320000,3,1,1240,1221,2,0,0,3,1050,190,2009
715000,4,1,2000,4800,2,0,0,4,2000,0,1911
650000,6,2,3610,10003,1,0,0,4,3610,0,1966
218000,5,1,1930,8040,1,0,0,4,1930,0,1966
500000,2,1,1280,5400,1,0,0,3,1280,0,1964
460000,4,2,2090,40419,1,0,0,4,2090,0,1984
232500,3,1,1940,9887,1,0,0,4,1140,800,1969
408200,3,2,1800,5761,2,0,0,4,1800,0,1990
522000,3,1,1730,8400,1,0,0,4,1400,330,1980
675000,4,2,2810,11120,2,0,0,3,2810,0,1982
1360000,4,3,3550,11000,1,0,2,3,2260,1290,1999
249950,4,1,1330,7980,1,0,0,3,1330,0,1952
210000,2,1,750,34133,1,0,0,3,750,0,1950
429950,4,1,1760,7216,1,0,0,3,1090,670,1947
737500,4,2,3200,36276,2,0,0,3,3200,0,1993
710000,4,2,1740,9000,1,0,0,5,1740,0,1958
470000,3,2,2100,4700,2,0,0,3,2100,0,1999
1100000,4,3,4270,40097,1,0,0,4,4270,0,1993
650000,3,2,1340,2720,1,0,0,3,1340,0,1913
1220000,4,2,3190,8684,1,0,3,5,1680,1510,1967
422120,3,2,1630,4534,2,0,0,3,1630,0,1987
625000,5,2,2990,15085,2,0,0,3,2990,0,2007
385200,4,1,1550,7740,1,0,0,3,1550,0,1954
500000,3,2,1690,4964,2,0,0,3,1690,0,1989
308000,4,2,1960,12243,2,0,0,3,1960,0,1989
565000,3,2,2390,9966,1,0,0,5,1360,1030,1977
581000,3,2,2600,4438,2,0,0,3,2600,0,2004
361000,3,2,1950,8698,1,0,0,3,1950,0,1999
345000,3,1,1250,7210,1,0,0,4,1250,0,1964
419000,2,2,1180,1253,2,0,0,3,840,340,2008
347000,3,2,1680,4308,2,0,0,3,1680,0,2004
625000,4,2,2220,36085,2,0,0,3,2220,0,1989
2400000,4,4,4890,15188,2,0,2,3,3090,1800,1999
379000,3,3,2660,17852,2,0,0,3,2660,0,2014
310000,3,1,1150,3323,2,0,0,3,1150,0,1988
250000,2,2,1130,5500,1,0,0,4,1130,0,1941
682000,5,2,2760,5000,2,0,0,3,2760,0,2005
246500,3,2,1430,8919,1,0,0,3,1430,0,1992
325000,3,1,1490,57381,1,0,0,4,1490,0,1932
310950,4,2,2030,4997,2,0,0,3,2030,0,2004
1100000,3,2,3010,5000,2,0,2,5,1890,1120,1931
287500,3,1,1810,7200,1,0,0,4,1130,680,1954
431000,3,1,1810,7200,1,0,0,4,1130,680,1954
226000,3,1,970,5000,1,0,0,3,970,0,1968
825000,3,1,2010,3090,1,0,0,5,1510,500,1926
175000,4,1,1300,6030,1,0,0,3,1300,0,1947
465750,3,1,1260,10350,1,0,0,3,1260,0,1959
659000,4,2,2610,24931,2,0,0,3,2610,0,1983
595000,3,1,1910,5753,1,0,3,3,1110,800,1941
350000,3,2,1780,16290,2,0,0,4,1780,0,1987
270000,4,2,1900,8600,1,0,0,4,1900,0,1975
662500,6,2,2450,25600,1,0,2,3,1340,1110,1957
249900,3,1,1380,14000,1,0,0,4,1380,0,1939
324500,3,1,1920,11340,1,0,0,4,1230,690,1977
430000,2,1,1350,4003,1,0,0,3,1350,0,2004
419950,2,1,1350,4003,1,0,0,3,1350,0,2004
285000,4,1,2510,7440,1,0,2,4,1290,1220,1962
332000,4,2,2470,7780,2,0,0,3,2470,0,2002
282000,4,1,1660,10725,1,0,0,3,960,700,1956
320000,3,1,1340,5175,1,0,0,3,940,400,1987
428750,3,1,1620,30736,1,0,0,4,1620,0,1911
330000,3,2,2300,35287,2,0,0,3,2300,0,1977
456500,4,3,2000,2309,3,0,0,3,2000,0,2008
352000,3,2,1640,11050,1,0,0,4,1640,0,1972
664000,4,2,1530,4080,1,0,0,4,1530,0,1912
628000,3,1,4000,11894,1,0,0,3,2190,1810,1987
512000,3,1,1610,12555,1,0,0,3,1080,530,1977
254000,3,2,2070,9000,1,0,0,4,1450,620,1969
535800,4,2,1900,5790,2,0,0,3,1900,0,1994
287653,3,1,1050,16050,1,0,0,4,1050,0,1960
438000,3,2,1520,1304,2,0,0,3,1180,340,2006
450000,4,1,2390,23899,1,0,0,3,1750,640,1949
327000,5,2,2400,8050,2,0,0,3,2400,0,1998
370500,4,2,1790,6120,2,0,0,3,1790,0,2005
265000,3,2,1720,6271,2,0,0,3,1720,0,1993
450000,4,2,2980,13260,1,0,0,4,1800,1180,1979
425000,3,1,1520,213444,1,0,3,5,1520,0,1988
166600,3,1,1150,8690,1,0,0,4,1150,0,1977
565000,3,1,910,5212,1,0,0,3,910,0,1951
539900,3,1,1650,10150,1,0,0,3,1230,420,1976
910000,3,3,2480,3200,2,0,0,3,2480,0,2010
280000,4,2,2050,7416,2,0,0,3,2050,0,1990
275000,3,2,1420,8549,2,0,0,4,1420,0,1989
467000,3,2,3460,6590,2,0,0,3,3460,0,2001
457500,3,2,1500,4445,2,0,0,3,1500,0,1996
381156,2,1,1320,3090,1,0,0,4,1320,0,1908
289999,5,2,2180,8240,1,0,0,4,1220,960,1977
642450,3,1,1830,4160,1,0,0,3,1230,600,1919
469950,3,2,1620,8701,1,0,0,3,1220,400,1962
795000,3,2,2920,13650,1,0,2,5,1460,1460,1975
785000,4,2,3300,10514,2,0,0,3,3300,0,1984
860000,3,2,3060,12095,2,0,0,3,3060,0,1983
147500,3,1,1530,8498,1,0,0,3,1530,0,1959
390000,3,2,1910,11576,1,0,0,3,1410,500,1978
229000,3,1,1020,8100,1,0,0,3,1020,0,1954
185000,3,1,1150,8100,1,0,0,3,1150,0,1932
414900,3,1,1260,9570,1,0,0,3,870,390,1941
200000,4,2,1920,4822,1,0,0,2,920,1000,1914
225000,4,2,1800,9350,1,0,0,3,1800,0,1969
720000,3,1,2040,4000,2,0,0,5,1360,680,1924
930000,4,2,2200,4000,2,0,0,5,1430,770,1908
1270000,5,2,3200,17204,1,0,0,3,2160,1040,1952
700000,5,3,2400,3118,2,0,0,4,1780,620,1928
466000,2,1,1140,1058,3,0,0,3,1140,0,2005
374000,3,1,1330,10640,1,0,0,3,1330,0,1976
480000,3,2,1940,10035,2,0,0,4,1940,0,1994
740000,3,2,3000,25341,2,0,0,3,3000,0,1995
1010000,4,1,1820,5400,1,0,0,3,1820,0,1923
395000,4,2,2910,5000,2,0,0,3,2910,0,2002
340000,2,1,1090,6771,1,0,0,3,1090,0,1954
209000,3,2,1230,1340,2,0,0,3,1020,210,2003
431650,5,2,1710,7700,1,0,0,3,1710,0,1962
980000,5,2,3160,11470,1,0,0,4,1780,1380,1971
660000,3,2,2680,28243,2,0,0,3,2680,0,1993
730000,4,2,2190,9009,2,0,0,4,1840,350,1977
291500,3,1,1260,9600,1,0,0,4,1260,0,1988
905000,4,3,2970,14486,2,0,0,3,2340,630,1997
800000,4,2,2570,50308,1,0,0,3,2570,0,1993
839900,4,3,3810,13592,1,0,1,3,2560,1250,2013
200000,1,1,1010,1157,2,0,0,3,950,60,2007
300000,3,2,1480,6698,1,0,0,4,1080,400,1979
530000,3,1,1250,6041,1,0,0,5,1250,0,1942
314950,3,2,1654,8479,2,0,0,3,1654,0,1995
255000,3,1,1410,9315,1,0,0,5,1410,0,1960
550000,5,2,2160,5720,1,0,0,5,1500,660,1950
435000,3,1,1400,4800,1,0,0,4,700,700,1917
234000,3,1,1420,8738,1,0,0,4,1420,0,1966
615000,4,2,2500,10062,1,0,0,3,1600,900,1975
205000,3,2,1410,8384,1,0,0,3,1410,0,1985
384000,4,1,2100,7135,1,0,0,4,1050,1050,1955
324000,3,2,1750,7208,2,0,0,3,1750,0,1994
645000,3,1,2070,5500,1,0,0,4,1130,940,1946
570000,3,3,1570,1777,2,0,0,3,1260,310,2007
324000,3,2,1920,5322,2,0,0,3,1920,0,1999
270000,2,1,1000,10320,1,0,0,3,1000,0,1943
290000,5,1,2120,7700,1,0,0,5,2120,0,1962
250000,3,2,1440,9220,1,0,0,3,1440,0,1965
342000,3,1,1660,16275,2,0,0,3,1660,0,1990
255000,3,1,1340,8450,1,0,0,4,1340,0,1958
800000,3,2,2380,11824,1,0,0,4,1450,930,1972
451000,3,1,1560,4049,1,0,2,3,1000,560,1926
990000,4,2,2780,10480,1,0,3,3,1390,1390,1967
288400,4,2,1860,6687,1,0,0,4,1220,640,1983
420000,3,1,2390,4600,2,0,0,3,1750,640,1920
359000,2,2,1370,1140,2,0,0,3,1080,290,2009
390000,4,3,2570,262018,1,0,0,3,1420,1150,1988
300000,3,2,1320,2614,2,0,0,3,1320,0,2005
545000,5,2,2520,7863,1,0,0,3,1500,1020,1981
288349,3,1,1250,18616,1,0,0,4,1250,0,1972
299900,3,2,1560,35026,1,0,0,3,1290,270,1985
891000,4,2,2330,5000,1,0,0,5,1720,610,1925
1200000,3,2,3660,22410,1,0,3,4,1830,1830,1947
378000,4,2,2790,4650,2,0,0,3,2790,0,2004
299995,2,1,1060,7200,1,0,0,4,1060,0,1951
253000,3,2,2020,6564,1,0,0,3,1310,710,1994
350000,3,2,1580,47916,1,0,0,3,1580,0,1979
565000,4,3,2020,4300,1,0,0,3,2020,0,1900
315000,2,1,970,5665,1,0,0,4,970,0,1908
570000,4,3,1490,6766,1,0,1,5,1490,0,1915
971000,5,3,4390,10140,2,0,0,3,3350,1040,2005
915000,5,2,2750,5589,1,0,0,5,1840,910,1910
419000,4,1,2150,23568,1,0,0,4,2150,0,1950
260000,4,1,1810,7480,1,0,0,3,1230,580,1977
1320000,3,3,2230,12968,2,0,0,3,2230,0,1990
369950,3,1,2430,10720,1,0,0,3,2430,0,1977
1030000,3,2,3680,13384,2,0,0,3,3680,0,1994
435000,5,1,1410,6750,1,0,0,3,1410,0,1929
601000,3,1,1330,6743,1,0,0,3,1330,0,1958
460500,3,1,1490,10650,1,0,0,3,1150,340,1963
720000,3,2,2020,1159,3,0,3,3,2020,0,2000
851000,4,2,3130,13202,2,0,0,3,3130,0,1996
550000,4,3,2670,5000,2,0,2,3,2670,0,1916
700000,4,1,1980,4560,1,0,0,3,1980,0,1920
323000,3,1,2100,14850,1,0,0,4,2100,0,1963
345500,3,1,1350,8581,1,0,0,5,1350,0,1944
378000,4,1,2140,7920,1,0,0,3,1190,950,1959
650000,4,2,2208,5000,3,0,0,5,2208,0,1917
385000,3,2,1010,7380,1,0,0,3,1010,0,1982
425000,2,1,970,2970,1,0,0,3,970,0,1910
210000,4,2,1520,6174,1,0,0,5,1520,0,1920
630000,4,2,2740,43101,2,0,0,3,2740,0,1993
